S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
7048,20/07/2020,Puducherry,1999,817,1154,28
7049,21/07/2020,Puducherry,2092,798,1265,29
7050,22/07/2020,Puducherry,2179,831,1318,30
7051,23/07/2020,Puducherry,2300,900,1369,31
7052,24/07/2020,Puducherry,2420,986,1400,34
7053,25/07/2020,Puducherry,2515,997,1483,35
7054,26/07/2020,Puducherry,2654,1055,1561,38
7055,27/07/2020,Puducherry,2786,1101,1645,40
7056,28/07/2020,Puducherry,2872,1109,1720,43
7057,29/07/2020,Puducherry,3011,1182,1782,47
7058,30/07/2020,Puducherry,3177,1256,1874,47
7059,31/07/2020,Puducherry,3298,1292,1958,48
7060,01/08/2020,Puducherry,3472,1323,2100,49
7061,02/08/2020,Puducherry,3606,1357,2198,51
7062,03/08/2020,Puducherry,3806,1445,2309,52
7063,04/08/2020,Puducherry,3982,1515,2411,56
7064,05/08/2020,Puducherry,4147,1552,2537,58
7065,06/08/2020,Puducherry,4433,1700,2668,65
7066,07/08/2020,Puducherry,4621,1743,2808,70
7067,08/08/2020,Puducherry,4862,1873,2914,75
7068,09/08/2020,Puducherry,5123,1989,3054,80
7069,10/08/2020,Puducherry,5382,2094,3201,87
7070,11/08/2020,Puducherry,5624,2180,3355,89
7071,12/08/2020,Puducherry,5900,2277,3532,91
7072,13/08/2020,Puducherry,6381,2609,3676,96
7073,14/08/2020,Puducherry,6680,2750,3828,102
7074,15/08/2020,Puducherry,6995,2880,4009,106
7075,16/08/2020,Puducherry,7354,3024,4224,106
7076,17/08/2020,Puducherry,7732,3179,4443,110
7077,18/08/2020,Puducherry,8029,3288,4627,114
7078,19/08/2020,Puducherry,8396,3364,4909,123
7079,20/08/2020,Puducherry,8750,3309,5312,129
7080,21/08/2020,Puducherry,9292,3521,5634,137
7081,22/08/2020,Puducherry,9594,3517,5934,143
7082,23/08/2020,Puducherry,10112,3654,6307,151
7083,24/08/2020,Puducherry,10522,3706,6657,159
7084,25/08/2020,Puducherry,10859,3753,6942,164
7085,26/08/2020,Puducherry,11426,3981,7273,172
7086,27/08/2020,Puducherry,11930,4264,7486,180
7087,28/08/2020,Puducherry,12434,4483,7761,190
7088,29/08/2020,Puducherry,13024,4745,8080,199
7089,30/08/2020,Puducherry,13556,4834,8511,211
7090,31/08/2020,Puducherry,14127,4938,8968,221
7091,01/09/2020,Puducherry,14411,4849,9334,228
7092,02/09/2020,Puducherry,14766,4851,9675,240
7093,03/09/2020,Puducherry,15157,4936,9968,253
7094,04/09/2020,Puducherry,15581,5042,10279,260
7095,05/09/2020,Puducherry,16164,5210,10674,280
7096,06/09/2020,Puducherry,16566,5161,11107,298
7097,07/09/2020,Puducherry,17032,5086,11632,314
7098,08/09/2020,Puducherry,17316,4856,12135,325
7099,09/09/2020,Puducherry,17749,4831,12581,337
7100,10/09/2020,Puducherry,18084,4770,12967,347
7101,11/09/2020,Puducherry,18536,4794,13389,353
7102,12/09/2020,Puducherry,19026,4878,13783,365
7103,13/09/2020,Puducherry,19445,4847,14228,370
7104,14/09/2020,Puducherry,19833,4878,14570,385
7105,15/09/2020,Puducherry,20226,4805,15027,394
7106,16/09/2020,Puducherry,20601,4674,15522,405
7107,17/09/2020,Puducherry,21111,4770,15923,418
7108,18/09/2020,Puducherry,21428,4744,16253,431
7109,19/09/2020,Puducherry,21913,4736,16715,462
7110,20/09/2020,Puducherry,22456,4785,17209,462
7111,21/09/2020,Puducherry,22926,4908,17556,462
7112,22/09/2020,Puducherry,23191,4659,18065,467
7113,23/09/2020,Puducherry,23684,4757,18454,473
7114,24/09/2020,Puducherry,24227,4853,18893,481
7115,25/09/2020,Puducherry,24895,5097,19311,487
7116,26/09/2020,Puducherry,25489,5214,19781,494
7117,27/09/2020,Puducherry,26032,5327,20205,500
7118,28/09/2020,Puducherry,26400,5239,20648,513
7119,29/09/2020,Puducherry,26685,5014,21156,515
7120,30/09/2020,Puducherry,27066,4933,21616,517
7121,01/10/2020,Puducherry,27544,4949,22074,521
7122,02/10/2020,Puducherry,28024,4994,22505,525
7123,03/10/2020,Puducherry,28534,5054,22948,532
7124,04/10/2020,Puducherry,28752,4874,23344,534
7125,05/10/2020,Puducherry,29089,4787,23763,539
7126,06/10/2020,Puducherry,29277,4513,24221,543
7127,07/10/2020,Puducherry,29682,4522,24614,546
7128,08/10/2020,Puducherry,30161,4680,24930,551
7129,09/10/2020,Puducherry,30539,4727,25256,556
7130,10/10/2020,Puducherry,30904,4803,25543,558
7131,11/10/2020,Puducherry,31233,4719,25955,559
7132,12/10/2020,Puducherry,31549,4695,26291,563
7133,13/10/2020,Puducherry,31737,4617,26555,565
7134,14/10/2020,Puducherry,32004,4572,26865,567
7135,15/10/2020,Puducherry,32245,4525,27152,568
7136,16/10/2020,Puducherry,32486,4551,27365,570
7137,17/10/2020,Puducherry,32766,4524,27671,571
7138,18/10/2020,Puducherry,32978,4420,27984,574
7139,19/10/2020,Puducherry,33141,4277,28290,574
7140,20/10/2020,Puducherry,33247,4152,28520,575
7141,21/10/2020,Puducherry,33452,4101,28774,577
7142,22/10/2020,Puducherry,33622,4026,29016,580
7143,23/10/2020,Puducherry,33832,4039,29211,582
7144,24/10/2020,Puducherry,33986,3975,29427,584
7145,25/10/2020,Puducherry,34112,3912,29614,586
7146,26/10/2020,Puducherry,34193,3804,29801,588
7147,27/10/2020,Puducherry,34336,3758,29990,588
7148,28/10/2020,Puducherry,34482,3741,30153,588
7149,29/10/2020,Puducherry,34583,3686,30307,590
7150,30/10/2020,Puducherry,34761,3720,30449,592
7151,31/10/2020,Puducherry,34908,3739,30577,592
7152,01/11/2020,Puducherry,35013,3697,30724,592
7153,02/11/2020,Puducherry,35109,3169,31345,595
7154,03/11/2020,Puducherry,35178,2756,31827,595
7155,04/11/2020,Puducherry,35325,2445,32284,596
7156,05/11/2020,Puducherry,35429,2129,32703,597
7157,06/11/2020,Puducherry,35550,1830,33123,597
7158,07/11/2020,Puducherry,35675,1640,33437,598
7159,08/11/2020,Puducherry,35744,1212,33932,600
7160,09/11/2020,Puducherry,35838,1170,34067,601
7161,10/11/2020,Puducherry,35900,1086,34212,602
7162,11/11/2020,Puducherry,36000,1071,34325,604
7163,12/11/2020,Puducherry,36114,1077,34432,605
7164,13/11/2020,Puducherry,36179,1071,34501,607
7165,14/11/2020,Puducherry,36252,1073,34571,608
7166,15/11/2020,Puducherry,36299,1054,34637,608
7167,16/11/2020,Puducherry,36324,984,34732,608
7168,17/11/2020,Puducherry,36337,902,34827,608
7169,18/11/2020,Puducherry,36409,843,34958,608
7170,19/11/2020,Puducherry,36465,705,35152,608
7171,20/11/2020,Puducherry,36533,670,35254,609
7172,21/11/2020,Puducherry,36585,621,35355,609
7173,22/11/2020,Puducherry,36648,602,35437,609
7174,23/11/2020,Puducherry,36693,559,35525,609
7175,24/11/2020,Puducherry,36718,527,35582,609
7176,25/11/2020,Puducherry,36769,489,35671,609
7177,26/11/2020,Puducherry,36820,540,35671,609
7178,27/11/2020,Puducherry,36840,544,35687,609
7179,28/11/2020,Puducherry,36856,514,35733,609
7180,29/11/2020,Puducherry,36902,519,35774,609
7181,30/11/2020,Puducherry,36935,480,35846,609
7182,01/12/2020,Puducherry,36968,460,35898,610
7183,02/12/2020,Puducherry,37020,439,35970,611
7184,03/12/2020,Puducherry,37079,432,36035,612
7185,04/12/2020,Puducherry,37119,444,36062,613
7186,05/12/2020,Puducherry,37165,427,36124,614
7187,06/12/2020,Puducherry,37209,419,36176,614
7188,07/12/2020,Puducherry,37224,372,36238,614
7189,08/12/2020,Puducherry,37270,392,36263,615
7190,09/12/2020,Puducherry,37311,388,36308,615
7191,10/12/2020,Puducherry,37339,370,36354,615
7192,12/03/2020,Punjab,1,1,0,0
7193,13/03/2020,Punjab,1,1,0,0
7194,14/03/2020,Punjab,1,1,0,0
7195,15/03/2020,Punjab,1,1,0,0
7196,16/03/2020,Punjab,1,1,0,0
7197,17/03/2020,Punjab,1,1,0,0
7198,18/03/2020,Punjab,1,1,0,0
7199,19/03/2020,Punjab,1,1,0,0
7200,20/03/2020,Punjab,2,1,0,1
7201,21/03/2020,Punjab,2,1,0,1
7202,22/03/2020,Punjab,21,20,0,1
7203,23/03/2020,Punjab,21,20,0,1
7204,24/03/2020,Punjab,21,20,0,1
7205,25/03/2020,Punjab,29,28,0,1
7206,26/03/2020,Punjab,33,32,0,1
7207,27/03/2020,Punjab,33,32,0,1
7208,28/03/2020,Punjab,38,36,1,1
7209,29/03/2020,Punjab,38,36,1,1
7210,30/03/2020,Punjab,38,36,1,1
7211,31/03/2020,Punjab,41,37,1,3
7212,01/04/2020,Punjab,41,37,1,3
7213,02/04/2020,Punjab,46,41,1,4
7214,03/04/2020,Punjab,46,41,1,4
7215,04/04/2020,Punjab,53,47,1,5
7216,05/04/2020,Punjab,57,51,1,5
7217,06/04/2020,Punjab,68,58,4,6
7218,07/04/2020,Punjab,76,66,4,6
7219,08/04/2020,Punjab,91,80,4,7
7220,09/04/2020,Punjab,101,89,4,8
7221,10/04/2020,Punjab,101,89,4,8
7222,11/04/2020,Punjab,132,116,5,11
7223,12/04/2020,Punjab,151,135,5,11
7224,13/04/2020,Punjab,151,135,5,11
7225,14/04/2020,Punjab,167,142,14,11
7226,15/04/2020,Punjab,176,150,14,12
7227,16/04/2020,Punjab,186,146,27,13
7228,17/04/2020,Punjab,186,146,27,13
7229,18/04/2020,Punjab,202,162,27,13
7230,19/04/2020,Punjab,202,162,27,13
7231,20/04/2020,Punjab,219,172,31,16
7232,21/04/2020,Punjab,245,191,38,16
7233,22/04/2020,Punjab,245,190,39,16
7234,23/04/2020,Punjab,251,186,49,16
7235,24/04/2020,Punjab,277,196,65,16
7236,25/04/2020,Punjab,298,214,67,17
7237,26/04/2020,Punjab,298,214,67,17
7238,27/04/2020,Punjab,313,224,71,18
7239,28/04/2020,Punjab,313,224,71,18
7240,29/04/2020,Punjab,322,232,71,19
7241,30/04/2020,Punjab,357,248,90,19
7242,01/05/2020,Punjab,357,248,90,19
7243,02/05/2020,Punjab,480,371,90,19
7244,03/05/2020,Punjab,772,640,112,20
7245,04/05/2020,Punjab,1102,964,117,21
7246,05/05/2020,Punjab,1233,1089,121,23
7247,06/05/2020,Punjab,1451,1293,133,25
7248,07/05/2020,Punjab,1516,1354,135,27
7249,08/05/2020,Punjab,1644,1467,149,28
7250,09/05/2020,Punjab,1731,1550,152,29
7251,10/05/2020,Punjab,1762,1574,157,31
7252,11/05/2020,Punjab,1823,1626,166,31
7253,12/05/2020,Punjab,1877,1678,168,31
7254,13/05/2020,Punjab,1914,1711,171,32
7255,14/05/2020,Punjab,1924,1692,200,32
7256,15/05/2020,Punjab,1935,1680,223,32
7257,16/05/2020,Punjab,1935,1598,305,32
7258,17/05/2020,Punjab,1946,657,1257,32
7259,18/05/2020,Punjab,1964,563,1366,35
7260,19/05/2020,Punjab,1980,396,1547,37
7261,20/05/2020,Punjab,2002,322,1642,38
7262,21/05/2020,Punjab,2005,173,1794,38
7263,22/05/2020,Punjab,2028,170,1819,39
7264,23/05/2020,Punjab,2029,143,1847,39
7265,24/05/2020,Punjab,2045,136,1870,39
7266,25/05/2020,Punjab,2060,122,1898,40
7267,26/05/2020,Punjab,2060,122,1898,40
7268,27/05/2020,Punjab,2106,148,1918,40
7269,28/05/2020,Punjab,2139,181,1918,40
7270,29/05/2020,Punjab,2158,172,1946,40
7271,30/05/2020,Punjab,2197,206,1949,42
7272,31/05/2020,Punjab,2233,222,1967,44
7273,01/06/2020,Punjab,2263,231,1987,45
7274,02/06/2020,Punjab,2301,256,2000,45
7275,03/06/2020,Punjab,2342,279,2017,46
7276,04/06/2020,Punjab,2376,300,2029,47
7277,05/06/2020,Punjab,2415,325,2043,47
7278,06/06/2020,Punjab,2461,344,2069,48
7279,07/06/2020,Punjab,2515,373,2092,50
7280,08/06/2020,Punjab,2608,451,2106,51
7281,09/06/2020,Punjab,2663,482,2128,53
7282,10/06/2020,Punjab,2719,497,2167,55
7283,11/06/2020,Punjab,2805,518,2232,55
7284,12/06/2020,Punjab,2887,569,2259,59
7285,13/06/2020,Punjab,2986,641,2282,63
7286,14/06/2020,Punjab,3063,671,2327,65
7287,15/06/2020,Punjab,3140,717,2356,67
7288,16/06/2020,Punjab,3267,753,2443,71
7289,17/06/2020,Punjab,3371,838,2461,72
7290,18/06/2020,Punjab,3497,881,2538,78
7291,19/06/2020,Punjab,3615,962,2570,83
7292,20/06/2020,Punjab,3832,1104,2636,92
7293,21/06/2020,Punjab,3952,1176,2678,98
7294,22/06/2020,Punjab,4074,1275,2700,99
7295,23/06/2020,Punjab,4235,1309,2825,101
7296,24/06/2020,Punjab,4397,1245,3047,105
7297,25/06/2020,Punjab,4627,1415,3099,113
7298,26/06/2020,Punjab,4769,1457,3192,120
7299,27/06/2020,Punjab,4957,1634,3201,122
7300,28/06/2020,Punjab,5056,1608,3320,128
7301,29/06/2020,Punjab,5216,1557,3526,133
7302,30/06/2020,Punjab,5418,1516,3764,138
7303,01/07/2020,Punjab,5568,1557,3867,144
7304,02/07/2020,Punjab,5668,1652,3867,149
7305,03/07/2020,Punjab,5784,1488,4144,152
7306,04/07/2020,Punjab,5937,1514,4266,157
7307,05/07/2020,Punjab,6109,1641,4306,162
7308,06/07/2020,Punjab,6283,1711,4408,164
7309,07/07/2020,Punjab,6491,1828,4494,169
7310,08/07/2020,Punjab,6749,2020,4554,175
7311,09/07/2020,Punjab,6907,1901,4828,178
7312,10/07/2020,Punjab,7140,2012,4945,183
7313,11/07/2020,Punjab,7357,2153,5017,187
7314,12/07/2020,Punjab,7587,2352,5040,195
7315,13/07/2020,Punjab,7821,2230,5392,199
7316,14/07/2020,Punjab,8178,2388,5586,204
7317,15/07/2020,Punjab,8511,2635,5663,213
7318,16/07/2020,Punjab,8799,2711,5867,221
7319,17/07/2020,Punjab,9094,2587,6277,230
7320,18/07/2020,Punjab,9442,2830,6373,239
7321,19/07/2020,Punjab,9792,3092,6454,246
7322,20/07/2020,Punjab,10100,3311,6535,254
7323,21/07/2020,Punjab,10510,3130,7118,262
7324,22/07/2020,Punjab,10889,3237,7389,263
7325,23/07/2020,Punjab,11301,3391,7641,269
7326,24/07/2020,Punjab,11739,3721,7741,277
7327,25/07/2020,Punjab,12216,3838,8096,282
7328,26/07/2020,Punjab,12684,4096,8297,291
7329,27/07/2020,Punjab,13218,4102,8810,306
7330,28/07/2020,Punjab,13769,4387,9064,318
7331,29/07/2020,Punjab,14378,4290,9752,336
7332,30/07/2020,Punjab,14946,4372,10213,361
7333,31/07/2020,Punjab,15456,4577,10509,370
7334,01/08/2020,Punjab,16119,4999,10734,386
7335,02/08/2020,Punjab,17063,5583,11075,405
7336,03/08/2020,Punjab,17853,5964,11466,423
7337,04/08/2020,Punjab,18527,6203,11882,442
7338,05/08/2020,Punjab,19015,6062,12491,462
7339,06/08/2020,Punjab,19856,6422,12943,491
7340,07/08/2020,Punjab,20891,6715,13659,517
7341,08/08/2020,Punjab,21930,7351,14040,539
7342,09/08/2020,Punjab,22928,7486,14880,562
7343,10/08/2020,Punjab,23903,7998,15319,586
7344,11/08/2020,Punjab,24889,8550,15735,604
7345,12/08/2020,Punjab,25889,8463,16790,636
7346,13/08/2020,Punjab,26909,9022,17212,675
7347,14/08/2020,Punjab,27936,9391,17839,706
7348,15/08/2020,Punjab,29013,9954,18328,731
7349,16/08/2020,Punjab,30041,10407,18863,771
7350,17/08/2020,Punjab,31206,10963,19431,812
7351,18/08/2020,Punjab,32696,11653,20180,863
7352,19/08/2020,Punjab,34400,11740,21762,898
7353,20/08/2020,Punjab,36084,12460,22703,921
7354,21/08/2020,Punjab,37824,13830,23037,957
7355,22/08/2020,Punjab,39327,14443,23893,991
7356,23/08/2020,Punjab,40643,15305,24302,1036
7357,24/08/2020,Punjab,41779,14165,26528,1086
7358,25/08/2020,Punjab,43284,13798,28357,1129
7359,26/08/2020,Punjab,44577,14254,29145,1178
7360,27/08/2020,Punjab,46090,14640,30231,1219
7361,28/08/2020,Punjab,47836,15608,30972,1256
7362,29/08/2020,Punjab,49378,15063,33008,1307
7363,30/08/2020,Punjab,50848,15409,34091,1348
7364,31/08/2020,Punjab,52526,15375,35747,1404
7365,01/09/2020,Punjab,53992,15512,37027,1453
7366,02/09/2020,Punjab,55508,15849,38147,1512
7367,03/09/2020,Punjab,56989,15629,39742,1618
7368,04/09/2020,Punjab,58515,15554,41271,1690
7369,05/09/2020,Punjab,60013,15731,42543,1739
7370,06/09/2020,Punjab,61527,15870,43849,1808
7371,07/09/2020,Punjab,63473,16156,45455,1862
7372,08/09/2020,Punjab,65583,16640,47020,1923
7373,09/09/2020,Punjab,67547,16230,49327,1990
7374,10/09/2020,Punjab,69684,17065,50558,2061
7375,11/09/2020,Punjab,72143,18088,51906,2149
7376,12/09/2020,Punjab,74616,19096,53308,2212
7377,13/09/2020,Punjab,77057,19384,55385,2288
7378,14/09/2020,Punjab,79679,19787,57536,2356
7379,15/09/2020,Punjab,82113,20690,58999,2424
7380,16/09/2020,Punjab,84482,21154,60814,2514
7381,17/09/2020,Punjab,87184,21022,63570,2592
7382,18/09/2020,Punjab,90032,21568,65818,2646
7383,19/09/2020,Punjab,92833,21662,68463,2708
7384,20/09/2020,Punjab,95529,22399,70373,2757
7385,21/09/2020,Punjab,97689,22278,72598,2813
7386,22/09/2020,Punjab,99930,21661,75409,2860
7387,23/09/2020,Punjab,101341,21288,77127,2926
7388,24/09/2020,Punjab,103464,21230,79244,2990
7389,25/09/2020,Punjab,105220,20679,81475,3066
7390,26/09/2020,Punjab,107096,19937,84025,3134
7391,27/09/2020,Punjab,108684,19483,86013,3188
7392,28/09/2020,Punjab,110106,18556,88312,3238
7393,29/09/2020,Punjab,111375,17746,90345,3284
7394,30/09/2020,Punjab,112460,16824,92277,3359
7395,01/10/2020,Punjab,113886,16814,93666,3406
7396,02/10/2020,Punjab,115151,15763,95937,3451
7397,03/10/2020,Punjab,116213,14935,97777,3501
7398,04/10/2020,Punjab,117319,14289,99468,3562
7399,05/10/2020,Punjab,118157,13577,100977,3603
7400,06/10/2020,Punjab,119184,12895,102648,3641
7401,07/10/2020,Punjab,120016,11982,104355,3679
7402,08/10/2020,Punjab,120860,11563,105585,3712
7403,09/10/2020,Punjab,121716,10775,107200,3741
7404,10/10/2020,Punjab,122459,10153,108533,3773
7405,11/10/2020,Punjab,123317,9752,109767,3798
7406,12/10/2020,Punjab,123973,9275,110865,3833
7407,13/10/2020,Punjab,124535,8576,112099,3860
7408,14/10/2020,Punjab,125211,8212,113105,3894
7409,15/10/2020,Punjab,125760,7760,114075,3925
7410,16/10/2020,Punjab,126230,7090,115186,3954
7411,17/10/2020,Punjab,126737,6592,116165,3980
7412,18/10/2020,Punjab,127154,6230,116925,3999
7413,19/10/2020,Punjab,127630,5735,117883,4012
7414,20/10/2020,Punjab,128103,5307,118767,4029
7415,21/10/2020,Punjab,128590,4895,119658,4037
7416,22/10/2020,Punjab,129088,4808,120220,4060
7417,23/10/2020,Punjab,129693,4466,121155,4072
7418,24/10/2020,Punjab,130157,4327,121735,4095
7419,25/10/2020,Punjab,130640,4277,122256,4107
7420,26/10/2020,Punjab,131055,4217,122721,4117
7421,27/10/2020,Punjab,131391,4219,123047,4125
7422,28/10/2020,Punjab,131737,4089,123510,4138
7423,29/10/2020,Punjab,132263,4239,123866,4158
7424,30/10/2020,Punjab,132727,4266,124293,4168
7425,31/10/2020,Punjab,133158,4101,124870,4187
7426,01/11/2020,Punjab,133658,4257,125198,4203
7427,02/11/2020,Punjab,133975,4195,125566,4214
7428,03/11/2020,Punjab,134371,4183,125961,4227
7429,04/11/2020,Punjab,134786,4226,126315,4245
7430,05/11/2020,Punjab,135313,4471,126583,4259
7431,06/11/2020,Punjab,135834,4621,126932,4281
7432,07/11/2020,Punjab,136481,4882,127304,4295
7433,08/11/2020,Punjab,136958,4827,127821,4310
7434,09/11/2020,Punjab,137445,4910,128217,4318
7435,10/11/2020,Punjab,137999,4934,128727,4338
7436,11/11/2020,Punjab,138485,5038,129089,4358
7437,12/11/2020,Punjab,139184,5246,129549,4389
7438,13/11/2020,Punjab,139869,5439,130018,4412
7439,14/11/2020,Punjab,140605,5771,130406,4428
7440,15/11/2020,Punjab,140605,5771,130406,4428
7441,16/11/2020,Punjab,141658,5769,131431,4458
7442,17/11/2020,Punjab,142082,5601,132001,4480
7443,18/11/2020,Punjab,142597,5821,132266,4510
7444,19/11/2020,Punjab,143395,5937,132917,4541
7445,20/11/2020,Punjab,144177,6194,133427,4556
7446,21/11/2020,Punjab,144995,6504,133919,4572
7447,22/11/2020,Punjab,145667,6561,134511,4595
7448,23/11/2020,Punjab,146346,6724,135008,4614
7449,24/11/2020,Punjab,147057,6687,135739,4631
7450,25/11/2020,Punjab,147665,6834,136178,4653
7451,26/11/2020,Punjab,148435,7129,136622,4684
7452,27/11/2020,Punjab,149278,7479,137089,4710
7453,28/11/2020,Punjab,150086,7719,137630,4737
7454,29/11/2020,Punjab,150805,7834,138206,4765
7455,30/11/2020,Punjab,151538,7888,138870,4780
7456,01/12/2020,Punjab,152091,7842,139442,4807
7457,02/12/2020,Punjab,152709,7634,140254,4821
7458,03/12/2020,Punjab,153308,7694,140772,4842
7459,04/12/2020,Punjab,154064,7724,141478,4862
7460,05/12/2020,Punjab,154788,7785,142121,4882
7461,06/12/2020,Punjab,155424,7727,142791,4906
7462,07/12/2020,Punjab,156226,7896,143414,4916
7463,08/12/2020,Punjab,156839,7604,144301,4934
7464,09/12/2020,Punjab,157331,7274,145093,4964
7465,10/12/2020,Punjab,157928,7325,145623,4980
7466,12/03/2020,Rajasthan,3,3,0,0
7467,13/03/2020,Rajasthan,3,3,0,0
7468,14/03/2020,Rajasthan,3,2,1,0
7469,15/03/2020,Rajasthan,4,4,0,0
7470,16/03/2020,Rajasthan,4,1,3,0
7471,17/03/2020,Rajasthan,4,1,3,0
7472,18/03/2020,Rajasthan,4,1,3,0
7473,19/03/2020,Rajasthan,7,4,3,0
7474,20/03/2020,Rajasthan,7,4,3,0
7475,21/03/2020,Rajasthan,17,14,3,0
7476,22/03/2020,Rajasthan,24,21,3,0
7477,23/03/2020,Rajasthan,28,25,3,0
7478,24/03/2020,Rajasthan,33,30,3,0
7479,25/03/2020,Rajasthan,32,29,3,0
7480,26/03/2020,Rajasthan,38,35,3,0
7481,27/03/2020,Rajasthan,41,38,3,0
7482,28/03/2020,Rajasthan,54,51,3,0
7483,29/03/2020,Rajasthan,54,51,3,0
7484,30/03/2020,Rajasthan,57,54,3,0
7485,31/03/2020,Rajasthan,74,71,3,0
7486,01/04/2020,Rajasthan,93,90,3,0
7487,02/04/2020,Rajasthan,108,105,3,0
7488,03/04/2020,Rajasthan,133,130,3,0
7489,04/04/2020,Rajasthan,179,176,3,0
7490,05/04/2020,Rajasthan,200,179,21,0
7491,06/04/2020,Rajasthan,253,232,21,0
7492,07/04/2020,Rajasthan,288,264,21,3
7493,08/04/2020,Rajasthan,328,304,21,3
7494,09/04/2020,Rajasthan,381,357,21,3
7495,10/04/2020,Rajasthan,463,439,21,3
7496,11/04/2020,Rajasthan,553,529,21,3
7497,12/04/2020,Rajasthan,700,676,21,3
7498,13/04/2020,Rajasthan,772,748,21,3
7499,14/04/2020,Rajasthan,873,849,21,3
7500,15/04/2020,Rajasthan,969,819,147,3
7501,16/04/2020,Rajasthan,1023,873,147,3
7502,17/04/2020,Rajasthan,1131,964,164,3
7503,18/04/2020,Rajasthan,1229,1035,183,11
7504,19/04/2020,Rajasthan,1351,1157,183,11
7505,20/04/2020,Rajasthan,1478,1281,183,14
7506,21/04/2020,Rajasthan,1576,1346,205,25
7507,22/04/2020,Rajasthan,1659,1404,230,25
7508,23/04/2020,Rajasthan,1890,1633,230,27
7509,24/04/2020,Rajasthan,1964,1707,230,27
7510,25/04/2020,Rajasthan,2034,1777,230,27
7511,26/04/2020,Rajasthan,2083,1557,493,33
7512,27/04/2020,Rajasthan,2185,1634,518,33
7513,28/04/2020,Rajasthan,2262,1547,669,46
7514,29/04/2020,Rajasthan,2364,1545,768,51
7515,30/04/2020,Rajasthan,2438,1619,768,51
7516,01/05/2020,Rajasthan,2584,1690,836,58
7517,02/05/2020,Rajasthan,2666,1488,1116,62
7518,03/05/2020,Rajasthan,2770,1584,1121,65
7519,04/05/2020,Rajasthan,2886,1459,1356,71
7520,05/05/2020,Rajasthan,3061,1590,1394,77
7521,06/05/2020,Rajasthan,3158,1544,1525,89
7522,07/05/2020,Rajasthan,3317,1629,1596,92
7523,08/05/2020,Rajasthan,3427,1734,1596,97
7524,09/05/2020,Rajasthan,3579,1562,1916,101
7525,10/05/2020,Rajasthan,3708,1576,2026,106
7526,11/05/2020,Rajasthan,3814,1531,2176,107
7527,12/05/2020,Rajasthan,3988,1611,2264,113
7528,13/05/2020,Rajasthan,4126,1631,2378,117
7529,14/05/2020,Rajasthan,4328,1748,2459,121
7530,15/05/2020,Rajasthan,4534,1829,2580,125
7531,16/05/2020,Rajasthan,4727,1925,2677,125
7532,17/05/2020,Rajasthan,4960,1995,2839,126
7533,18/05/2020,Rajasthan,5202,2079,2992,131
7534,19/05/2020,Rajasthan,5507,2151,3218,138
7535,20/05/2020,Rajasthan,5845,2365,3337,143
7536,21/05/2020,Rajasthan,6015,2464,3404,147
7537,22/05/2020,Rajasthan,6227,2591,3485,151
7538,23/05/2020,Rajasthan,6494,2661,3680,153
7539,24/05/2020,Rajasthan,6742,2796,3786,160
7540,25/05/2020,Rajasthan,7028,3017,3848,163
7541,26/05/2020,Rajasthan,7300,3182,3951,167
7542,27/05/2020,Rajasthan,7536,3195,4171,170
7543,28/05/2020,Rajasthan,7703,3073,4457,173
7544,29/05/2020,Rajasthan,8067,3070,4817,180
7545,30/05/2020,Rajasthan,8365,2937,5244,184
7546,31/05/2020,Rajasthan,8617,2685,5739,193
7547,01/06/2020,Rajasthan,8831,2710,5927,194
7548,02/06/2020,Rajasthan,8980,2742,6040,198
7549,03/06/2020,Rajasthan,9373,2735,6435,203
7550,04/06/2020,Rajasthan,9652,2699,6744,209
7551,05/06/2020,Rajasthan,9862,2545,7104,213
7552,06/06/2020,Rajasthan,10084,2507,7359,218
7553,07/06/2020,Rajasthan,10331,2599,7501,231
7554,08/06/2020,Rajasthan,10599,2718,7641,240
7555,09/06/2020,Rajasthan,10763,2513,8004,246
7556,10/06/2020,Rajasthan,11245,2662,8328,255
7557,11/06/2020,Rajasthan,11600,2772,8569,259
7558,12/06/2020,Rajasthan,11838,2798,8775,265
7559,13/06/2020,Rajasthan,12068,2898,8898,272
7560,14/06/2020,Rajasthan,12401,2782,9337,282
7561,15/06/2020,Rajasthan,12694,2836,9566,292
7562,16/06/2020,Rajasthan,12981,2895,9785,301
7563,17/06/2020,Rajasthan,13216,3059,9849,308
7564,18/06/2020,Rajasthan,13542,2762,10467,313
7565,19/06/2020,Rajasthan,13857,2792,10742,323
7566,20/06/2020,Rajasthan,14156,2826,10997,333
7567,21/06/2020,Rajasthan,14536,2925,11274,337
7568,22/06/2020,Rajasthan,14930,2984,11597,349
7569,23/06/2020,Rajasthan,15232,2966,11910,356
7570,24/06/2020,Rajasthan,15627,3049,12213,365
7571,25/06/2020,Rajasthan,16009,3023,12611,375
7572,26/06/2020,Rajasthan,16296,3077,12840,379
7573,27/06/2020,Rajasthan,16660,3218,13062,380
7574,28/06/2020,Rajasthan,16944,3186,13367,391
7575,29/06/2020,Rajasthan,17271,3261,13611,399
7576,30/06/2020,Rajasthan,17660,3637,13618,405
7577,01/07/2020,Rajasthan,18014,3381,14220,413
7578,02/07/2020,Rajasthan,18312,3317,14574,421
7579,03/07/2020,Rajasthan,18662,3284,14948,430
